id	en	en_US	ja	es	fr	it	pt_BR	es_US	de	pl	zh	tr	se	ru
spb_title_ch10_15	Skeleton Dome Memo		スケレトンドーム　メモ	Nota del Domo Esquelético		Nota della Cupola Scheletrica	Nota de Skeleton Dome	Nota sobre Domo Esquelético	Memo: Skeleton Dome	Opis Kopuły Szkieletów	骷髏巨蛋 備忘	İskelet Kubbesi Notu		Заметки о Скелетном своде
														
spb_title_ch11_1	Sandstorm					Sanstorm	Sandstorm		Sandstorm	Sandstorm		Sandstorm		Sandstorm
spb_title_ch11_2	Seven Rings In Hand					Seven Rings In Hand	Seven Rings In Hand		Seven Rings In Hand	Seven Rings in Hand		Seven Rings In Hand		Seven Rings In Hand
spb_title_ch11_3	The Lost Prologue					The Lost Prologue	The Lost Prologue		The Lost Prologue	The Lost Prologue		The Lost Prologue		The Lost Prologue
spb_title_ch11_4	Let The Speed Mend It					Let The Speed Mend It	Let The Speed Mend It		Let The Speed Mend It	Let The Speed Mend It		Let The Speed Mend It		Let The Speed Mend It
spb_title_ch11_5	The Wicked Wild					The Wicked Wild	The Wicked Wild		The Wicked Wild	The Wicked Wild		The Wicked Wild		The Wicked Wild
spb_title_ch11_6	The Palace That Was Found					The Palace That Was Found	The Palace That Was Found		The Palace That Was Found	The Palace That Was Found		The Palace That Was Found		The Palace That Was Found
spb_title_ch11_7	High And Broken					High And Broken	High And Broken		High And Broken	High And Broken		High And Broken		High And Broken
spb_title_ch11_8	No Way Through					No Way Through	No Way Through		No Way Through	No Way Through		No Way Through		No Way Through
spb_title_ch11_9	The White of Sky					The White Sky	The White of Sky		The White of Sky	The White of Sky		The White of Sky		The White of Sky
spb_title_ch11_10	Unawakening Float					Unawakening Float	Unawakening Float		Unawakening Float	Unawakening Float		Unawakening Float		Unawakening Float
spb_title_ch11_11	Poison Spear					Poison Spear	Poison Spear		Poison Spear	Poison Spear		Poison Spear		Poison Spear
spb_title_ch11_12	How It Started					How It Started	How It Started		How It Started	How It Started		How It Started		How It Started
spb_title_ch11_13	Blue On The Run					Blue On The Run	Blue On The Run		Blue On The Run	Blue On The Run		Blue On The Run		Blue On The Run
spb_title_ch11_14	It Has Come To This					It Has Come To This	It Has Come To This		It Has Come To This	It Has Come To This		It Has Come To This		It Has Come To This
spb_title_ch11_15	The Power of The Ring					The Power of The Ring	The Power of The Ring		The Power of The Ring	The Power of The Ring		The Power of The Ring		The Power of The Ring
														
spb_title_ch12_1	The Legendary Blue Hedgehog					The Legendery Blue Hedgehog	The Legendary Blue Hedgehog		The Legendary Blue Hedgehog	The Legendary Blue Hedgehog		The Legendary Blue Hedgehog		The Legendary Blue Hedgehog
spb_title_ch12_2	Judgement					Judgement	Judgement		Judgement	Judgement		Judgement		Judgement
spb_title_ch12_3	King of Kings					King of Kings	King of Kings		King of Kings	King of Kings		King of Kings		King of Kings
spb_title_ch12_4	His Fate					His Fate	His Fate		His Fate	His Fate		His Fate		His Fate
spb_title_ch12_5	Shimmer of Hot Air					Shimmer of Hot Air	Shimmer of Hot Air		Shimmer of Hot Air	Shimmer of Hot Air		Shimmer of Hot Air		Shimmer of Hot Air
spb_title_ch12_6	Misgiving					Misgiving	Misgiving		Misgiving	Misgiving		Misgiving		Misgiving
spb_title_ch12_7	The Promise					The Promise	The Promise		The Promise	The Promise		The Promise		The Promise
spb_title_ch12_8	Miss You					Miss You	Miss You		Miss You	Miss You		Miss You		Miss You
spb_title_ch12_9	Worth a Chance					Worth a Chance	Worth a Chance		Worth a Chance	Worth a Chance		Worth a Chance		Worth a Chance
spb_title_ch12_10	Ali Baba & Sinbad Rescued!					Ali Baba & Sinbad Rescued!	Ali Baba & Sinbad Rescued!		Ali Baba & Sinbad Rescued!	Ali Baba & Sinbad Rescued!		Ali Baba & Sinbad Rescued!		Ali Baba & Sinbad Rescued!
spb_title_ch12_11	Revive					Revive	Revive		Revive	Revive		Revive		Revive
spb_title_ch12_12	Shimmer of Hot Air - Heat					Shimmer of Hot Air - Heat	Shimmer of Hot Air - Heat		Shimmer of Hot Air - Heat	Shimmer of Hot Air - Heat		Shimmer of Hot Air - Heat		Shimmer of Hot Air - Heat
spb_title_ch12_13	Shimmer of Hot Air - Rage					Shimmer of Hot Air - Rage	Shimmer of Hot Air - Rage		Shimmer of Hot Air - Rage	Shimmer of Hot Air - Heat		Shimmer of Hot Air - Rage		Shimmer of Hot Air - Rage
spb_title_ch12_14	Seven Rings in Hand - Crush 40 Version					Seven Ring in Hand - Version di Crush 40	Seven Rings in Hand - Crush 40 Version		Seven Rings in Hand - Crush 40 Version	Seven Rings in Hand - Wersja Crush 40		Seven Rings in Hand - Crush 40 Version		Seven Rings in Hand - Crush 40 Version
spb_title_ch12_15	Seven Rings in Hand - Fairytales in Trance Version					Seven Ring in Hand - Versione di Fairytales in Trance 	Seven Rings in Hand - Fairytales in Trance Version		Seven Rings in Hand - Fairytales in Trance Version	Seven Rings in Hand - Wersja Fairytales in Trance		Seven Rings in Hand - Fairytales in Trance Version		Seven Rings in Hand - Fairytales in Trance Version
														
spb_title_ch13_1	Dune's Tempest					Dune's Tempest	Dune's Tempest		Dune's Tempest	Dune's Tempest		Dune'un Tapınağı		Dune's Tempest
spb_title_ch13_2	Desert Palace					Desert Palace	Desert Palace		Desert Palace	Desert Palace		Çöl Sarayı		Desert Palace
spb_title_ch13_3	The Wicked Wild - Metal Version					The Wicked Wild - Versione Metal 	The Wicked Wild - Metal Version		The Wicked Wild - Metal Version	The Wicked Wild - Wersja Metalowa		The Wicked Wild - Metal Versiyon		The Wicked Wild - Metal Version
spb_title_ch13_4	The Wicked Wild - Acoustic Version					The Wicked Wild - Versione Acoustic 	The Wicked Wild - Acoustic Version		The Wicked Wild - Acoustic Version	The Wicked Wild - Wersja Akustyczna		The Wicked Wild - Akustik Versiyon		The Wicked Wild - Acoustic Version
spb_title_ch13_5	The Palace That Was Found - Metal Version					The Palace That Was Found - Versione Metal 	The Palace That Was Found - Metal Version		The Palace That Was Found - Metal Version	The Palace That Was Found - Wersja Metalowa		The Palace That Was Found - Metal Versiyon		The Palace That Was Found - Metal Version
spb_title_ch13_6	Magma Foundry					Magma Foundry	Magma Foundry		Magma Foundry	Magma Foundry		Magma Dökümhanesi		Magma Foundry
spb_title_ch13_7	High and Broken - Chorus Version					High and Broken - Versione da Coro	High and Broken - Chorus Version		High and Broken - Chorus Version	High And Broken - Wersja Chórowa		Yüksek ve Kırık - Koro Versiyon		High and Broken - Chorus Version
spb_title_ch13_8	Sky Athletics					Sky Athletics	Sky Athletics		Sky Athletics	Sky Athletics		Gökyüzü Atletizmi		Sky Athletics
spb_title_ch13_9	No Way Through - Metal Version					No Way Through - Versione Metal 	No Way Through - Metal Version		No Way Through - Metal Version	No Way Through - Wersja Metalowa		No Way Through - Metal Versiyon		No Way Through - Metal Version
spb_title_ch13_10	High Seas					High Seas	High Seas		High Seas	High Seas		Açık Denizler		High Seas
spb_title_ch13_11	40 Thieves and a Legend					40 Thieves and a Legend	40 Thieves and a Legend		40 Thieves and a Legend	40 Thieves And a Legend		40 Hırsız ve Bir Efsane		40 Thieves and a Legend
spb_title_ch13_12	Grim Winter					Grim Winter	Grim Winter		Grim Winter	Grim Winter		Acımasız Kış		Grim Winter
spb_title_ch13_13	Glass Heart					Glass Heart	Glass Heart		Glass Heart	Glass Heart		Cam Kalp		Glass Heart
spb_title_ch13_14	Unawakening Float - Rock Version					Unawakening Float - Versione Rock 	Unawakening Float - Rock Version		Unawakening Float - Rock Version	Unawakening Float - Wersja Rockowa		Unawakening Float - Rock Versiyon		Unawakening Float - Rock Version
spb_title_ch13_15	Seven Rings in Hand - Credits Version					Seven Rings in Hand - Versione dei Riconoscimenti	Seven Rings in Hand - Credits Version		Seven Rings in Hand - Credits Version	Seven Rings in Hand - Wersja Napisów Końcowych		Seven Rings in Hand - Jenerik Versiyon		Seven Rings in Hand - Credits Version
														
spb_title_ch14_1	Hero		ヒーロー	Héroe		Eroe	Herói	Héroe	Held	Bohater	英雄	Kahraman		Герой
spb_title_ch14_2	True Hero		トュルーヒーロー	Héroe Verdadero		Vero Eroe	Verdadeiro Herói	Héroe verdadero	Wahrer Held	Prawdziwy Bohater	真正的英雄	Gerçek Kahraman		Настоящий герой
spb_title_ch14_3	World Traveler		ワールドトラベラー	Trotamundos		Avventuriero	Viajante do Mundo	Viajero mundial	Weltenbummler	Podróżnik Świata	世界旅者	Dünya Gezgini		Путешественник по миру
spb_title_ch14_4	Grind Performer		グラインドパフォーマー	Especialista del Raíl		Specialista del Corrimano	Especialista em Trilhos	Artista de los rieles	Grind-Performer	Szynowy Jeżdziec	滑軌表演者	Ray Ustası		Скользящий полёт
spb_title_ch14_5	Ring Getter		リングゲッター	Adquisidor de Anillos		Acquisitore di Anelli	Colecionador de Anéis	Consigue-Anillos	Ring-Sammler	Zbieracz Pierścieni	金環收集者	Yüzük Toplayıcısı		Собиратель колец
spb_title_ch14_6	Genie Buster		マジッシュバスター	Destructor de Genios		Distruttore di Geni	Caçador de Gênios	Cazador mágico	Geistjäger	Pogromca Dżinów	精靈剋星	Cin Avcısı		Уничтожитель злых духов
spb_title_ch14_7	Extreme Speedster		エクストリームスピーダー	Súperveloz		Super-Sonico	Velocista Extremo	Velocista extremo	Speed-Freak	Ekstremalny Sprinter	極速高手	Aşırı Hızcı		Экстремальный гонщик
spb_title_ch14_8	Time Controller		タイムコントローラー	Maestro del Tiempo		Controllore del Tempo	Controlador do Tempo	Controla-tiempo	Zeit-Regler	Kontroler Czasu	時間控制者	Zaman Denetleyicisi		Контроллер времени
spb_title_ch14_9	Chain Striker		チェインストライカー	Experto en Cadenas		Esperto Concatenatore	Especialista em Combos	Cierra-cadenas	Ketten-Schläger	Łańcuchowy Napastnik	連鎖急襲者	Zincir Vuruşçusu		Цепная реакция
spb_title_ch14_10	Skill Saver			Ahorrador de Habilidades		Risparmiatore di Abilità	Preservador de Habilidades	Ahorra-habilidades	Skill-Sparer	Oszczędzacz Talentów	技能節省者	Beceri Koruyucusu		Хранитель навыков
spb_title_ch14_11	Skill Quinti		スキルクインティ					Habilidad Epítome	Überlebenskünstler					
spb_title_ch14_12	Flame Master		フレイムマスター	Maestro de las Llamas		Maestro del Fuoco	Mestre das Chamas	Maestro de las llamas	Flammen Meister	Mistrz Ognia	炎之大師	Alev Ustası		Мастер пламени
spb_title_ch14_13	Wind Master		ウィンドマスター	Maestro del Viento		Maestro del Vento	Mestre dos Ventos	Maestro del viento	Meister des Winds	Mistrz Wiatru	風之大師	Rüzgar Ustası		Мастер ветра
spb_title_ch14_14	Dark Master		ダークマスター	Maestro de las Sombras		Maestro dell'Oscurità	Mestre da Escuridão	Maestro de las sombras	Finsterer Meister	Mistrz Ciemności	闇之大師	Karanlık Ustası		Мастер тьмы
spb_title_ch14_15	Rebellion		リベリオン	Rebelde		Ribellione	Rebelião	Rebelión	Rebell	Rebellion	反叛者	İsyan		Бунтарь
														
spb_title_ch15_1	Super Player		スーパープレイャー	Júgador Estrella		Giocatore Impeccabile	Super Jogador	Súper jugador	Super-Spieler	Super Gracz	超級玩家	Süper Oyuncu		Супер игрок
spb_title_ch15_2	Skill Collector		スキルコレクター	Coleccionista de Habilidades		Collezionista di Abilità	Colecionador de Habilidades	Coleccionista de habilidades	Skill-Sammler	Kolekcjoner Talentów	技能收集者	Beceri Koleksiyoneri		Собиратель навыков
spb_title_ch15_3	Soul Collector		ソウルコレクター	Coleccionista de Almas		Collezionista di Anime	Colecionador de Almas	Coleccionista de almas	Seelen-Sammler	Kolekcjoner Dusz	靈魂收集者	Ruh Koleksiyoneri		Собиратель душ огня
spb_title_ch15_4	The Ultimate		ザ・アルティメット	Jugador Definitivo		Giocatore definitivo	Jogador Supremo	El supremo	Der Ultimative	Ostateczny	究極	Nihai		Непобедимый
spb_title_ch15_5	Bookworm		ブックワーム	Obseso		Topo di Biblioteca	Rato de Biblioteca	Ratón de biblioteca	Bücherwurm	Książkoholik	書蟲	Kitap Kurdu		Книжный червь
spb_title_ch15_6	Star		スター	Juerguista		Stella	Estrela	Estrella	Star	Gwiazda	星星	Yıldız		Звезда
spb_title_ch15_7	Celebrity		セレブレティ	Celebridad		Celebrità	Celebridade	Celebridad	Berühmtheit	Celebryta	明星	Ünlü		Знаменитость
spb_title_ch15_8	Dealer		ディーラー	Postor Experto		Negoziante	Negociador	Negociador	Händler	Diler	商人	Satıcı		Дилер
spb_title_ch15_9	Trier		トライヤー	Resiliente		Ostinato	Resiliente	Obstinado	Prüfer	Pracuś	嘗試者	Çabalayan		Старатель
spb_title_ch15_10	Pirate		パイレーツ	Bucanero		Pirata	Pirata	Pirata	Pirat	Pirat	海盜	Korsan		Пират
spb_title_ch15_11	Thief		シーフ	Bandido		Ladro	Ladrão	Ladrón	Dieb	Złodziej	竊賊	Hırsız		Вор
spb_title_ch15_12	Explorer		エクスプローラー	Explorador		Esploratore	Explorador	Explorador	Forscher	Eksplorer	探險家	Kaşif		Исследователь
spb_title_ch15_13	Champion		チャンピオン	Campeón		Campione	Campeão	Campeón	Recke	Czempion	冠軍	Şampiyon		Чемпион
spb_title_ch15_14	Sonic Freak		ソニックフリーク	Fanático		Appassionato di Sonic	Fanático por Sonic	Fan de Sonic	Sonic Freak	Sonicowy Świr	索尼克狂粉	Sonic Delisi		Фанат Соника
spb_title_ch15_15	Record Buster		レコードバスター	Plusmarquista		Distruttore di Record	Recordista	Rompe récords	Rekord-Brecher	Łamacz Rekordów	打破紀錄者	Rekor Kırıcı		Рекордсмен
														
spb_title_ch15b_1														
spb_title_ch15b_2														
spb_title_ch15b_3														
spb_title_ch15b_4														
spb_title_ch15b_5														
spb_title_ch15b_6														
spb_title_ch15b_7														
spb_title_ch15b_8														
spb_title_ch15b_9														
spb_title_ch15b_10														
spb_title_ch15b_11														
spb_title_ch15b_12														
spb_title_ch15b_13														
spb_title_ch15b_14														
spb_title_ch15b_15														
														
spb_title_ch16_1	Lost Prologue		ロストプロローグ　にて	Prólogo Perdido		Prologo Perduto	Lost Prologue	Prólogo Perdido	Lost Prologue	Zaginiony Prolog	失落序章	Kayıp Giriş		Потерянный пролог
spb_title_ch16_2	Sand Oasis		サンドオアシス　にて	Oasis de Arena		Oasi Sabbiose	Sand Oasis	Oasis Arenoso	Sand Oasis	Piaszczysta Oaza	沙漠綠洲	Kum Vahası		Песчаный оазис
spb_title_ch16_3	Sand Oasis		サンドオアシス　にて	Oasis de Arena		Oasi Sabbiose	Sand Oasis	Oasis Arenoso	Sand Oasis	Piaszczysta Oaza	沙漠綠洲	Kum Vahası		Песчаный оазис
spb_title_ch16_4	Dinosaur Jungle		ダイナソージャングル　にて	Jungla Jurásica		Giungla dei Dinosauri	Dinosaur Jungle	Dino Jungla	Dinosaur Jungle	Dżungla Dinozaurów	恐龍叢林	Dinazor Ormanı		Джунгли динозавров
spb_title_ch16_5	Dinosaur Jungle		ダイナソージャングル　にて	Jungla Jurásica		Giungla dei Dinosauri	Dinosaur Jungle	Dino Jungla	Dinosaur Jungle	Dżungla Dinozaurów	恐龍叢林	Dinazor Ormanı		Джунгли динозавров
spb_title_ch16_6	Evil Foundry		イビルフャウンドリー　にて	Forja Maligna		Fonderia Maligna	Evil Foundry	Fundición Maléfica	Evil Foundry	Przeklęta Odlewnia	萬惡鑄造廠	Kötü Dökümhane		Плавильня зла
spb_title_ch16_7	Evil Foundry		イビルフャウンドリー　にて	Forja Maligna		Fonderia Maligna	Evil Foundry	Fundición Maléfica	Evil Foundry	Przeklęta Odlewnia	萬惡鑄造廠	Kötü Dökümhane		Плавильня зла
spb_title_ch16_8	Levitated Ruin		レビテイテッドルーイン　にて	Ruinas Levitantes		Rovine Levitate	Levitated Ruins	Ruinas Levitadas	Levitated Ruin	Lewitujące Ruiny	懸浮遺跡	Havadaki Harabe		Парящие руины
spb_title_ch16_9	Levitated Ruin		レビテイテッドルーイン　にて	Ruinas Levitantes		Rovine Levitate	Levitated Ruins	Ruinas Levitadas	Levitated Ruin	Lewitujące Ruiny	懸浮遺跡	Havadaki Harabe		Парящие руины
spb_title_ch16_10	Pirate Storm		パイレーツストーム　にて	Tormenta Pirata		Tempesta Pirata	Pirate Storm	Tormenta Pirata	Pirate Storm	Piracki Sztorm	海盜暴風	Korsan Fırtınası		Пиратский шторм
spb_title_ch16_11	Pirate Storm		パイレーツストーム　にて	Tormenta Pirata		Tempesta Pirata	Pirate Storm	Tormenta Pirata	Pirate Storm	Piracki Sztorm	海盜暴風	Korsan Fırtınası		Пиратский шторм
spb_title_ch16_12	Skeleton Dome		スケレトンドーム　にて	Domo Esquelético		Cupola Scheletrica	Skeleton Dome	Domo Esquelético	Skeleton Dome	Kopuła Szkieletów	骷髏巨蛋	İskelet Kubbesi		Скелетный свод
spb_title_ch16_13	Skeleton Dome		スケレトンドーム　にて	Domo Esquelético		Cupola Scheletrica	Skeleton Dome	Domo Esquelético	Skeleton Dome	Kopuła Szkieletów	骷髏巨蛋	İskelet Kubbesi		Скелетный свод
spb_title_ch16_14	Night Palace		ナイトパレス　にて	Palacio Nocturno		Palazzo Notturno	Night Palace	Palacio Nocturno	Night Palace	Nocny Pałac	暗夜宮殿	Gece Sarayı		Ночной дворец
spb_title_ch16_15	Night Palace		ナイトパレス　にて	Palacio Nocturno		Palazzo Notturno	Night Palace	Palacio Nocturno	Night Palace	Nocny Pałac	暗夜宮殿	Gece Sarayı		Ночной дворец
														
spb_desc_ch1_1	- 1991 -\n"""Sonic The Hedgehog"""\nThe World's fastest hedgehog makes his debut!		１９９１年\n「ソニック・ザ・ヘッジホッグ」\n走ることなら誰にも負けない世界最速にして超音速のハリネズミがさっそうと登場！	- 1991 -\n"""Sonic The Hedgehog"""\n¡El debut del erizo más rápido del mundo!		- 1991 -\n"""Sonic The Hedgehog"""\nIl debutto del riccio più veloce al mondo!	1991 -\n"""Sonic The Hedgehog"""\nO ouriço mais rápido do mundo faz sua estreia!	1991\n"""Sonic the Hedgehog"""\n¡Hace su gallarda aparición el erizo supersónico\nmás rápido del mundo, a quien nadie\ngana si se trata de correr!	- 1991 -\n"""Sonic The Hedgehog"""\nDer schnellste Igel der Welt feiert sein Debüt!	- 1991 -\n"""Sonic The Hedgehog"""\nNajszybszy jeż na Świecie debiutuje!	- 1991 -\n"""音速小子"""\n世界最快刺蝟初登場！	- 1991 -\n"""Sonic The Hedgehog"""\nDünyanın en hızlı kirpisi ilk kez ortaya çıktı!		- 1991 -\n"""Sonic The Hedgehog"""\nПервое появление самого быстрого в мире, никому не проигрывающего в беге сверхзвукового ежа!
spb_desc_ch1_2	- 1992 -\n"""Sonic The Hedgehog 2"""\nSonic is first joined by Tails, his two-tailed fox friend.		１９９２年\n「ソニック・ザ・ヘッジホッグ２」\nソニックにあこがれるテイルスが登場。２本のしっぽをふって一生けんめい走る！	- 1992 -\n"""Sonic The Hedgehog 2"""\nSonic va acompañado de Tails, el zorro de dos colas.		- 1992 -\n"""Sonic The Hedgehog 2"""\nSonic incontra Tails, il suo amico volpe a due code.	1992 -\n"""Sonic The Hedgehog 2"""\nSonic é acompanhado pela primeira vez por Tails, seu amigo raposa de duas caudas.	1992\n"""Sonic the Hedgehog 2"""\nAparece Tails, quien admira a Sonic.\n¡Corre con todas sus fuerzas\nmoviendo sus dos colas!	- 1992 -\n"""Sonic The Hedgehog 2"""\nSonic wird erstmals von Tails, dem Fuchs mit den zwei Schwänzen, begleitet.	- 1992 -\n"""Sonic The Hedgehog 2"""\nDo Sonica dołącza lis Tails, jego dwu-ogonowy przyjaciel.	- 1992 -\n"""音速小子 2"""\n崇拜索尼克的塔爾斯登場！搖著兩條尾巴的他將竭盡全力地奔跑！	- 1992 -\n"""Sonic The Hedgehog 2"""\nSonic'e ilk olarak iki kuyruklu tilki arkadaşı Tails katılır.		- 1992 -\n"""Sonic The Hedgehog 2"""\nПервое появление Тейлза, который восхищается Соником. У него 2 хвоста, которые позволяют ему летать!
spb_desc_ch1_3	- 1993 -\n"""Sonic CD"""\nMeet Amy Rose, Sonic's ever-cheerful love interest.		１９９３年\n「ソニックＣＤ」\n元気いっぱい恋に恋する女の子エミー登場	- 1993 -\n"""Sonic CD"""\nConoce a Amy Rose, la risueña erizo enamorada de Sonic.		- 1993 -\n"""Sonic CD"""\nSonic incontra Amy Rose, una ragazza innamorata di lui.	1993 -\n"""Sonic CD"""\nConheça Amy Rose, a sempre alegre apaixonada por Sonic.	1993\n"""Sonic CD"""\nAparece Amy, una chica llena\nde energía y enamorada del amor.	- 1993 -\n"""Sonic CD"""\nAmy Rose, Sonic's unfreiwillige Romanze	- 1993 -\n"""Sonic CD"""\nSpotkaj Amy Rose. Niestrudzona kandydatka Sonica.	- 1993 -\n"""音速小子 CD"""\n充滿元氣，憧憬戀愛的女孩艾咪蘿絲登場！	- 1993 -\n"""Sonic CD"""\nSonic'in her daim neşeli sevgilisi Amy Rose ile tanışın.		- 1993 -\n"""Sonic CD"""\nПервое появление Эми, очень весёлой и влюблённой девочки.
spb_desc_ch1_4	- 1994 -\n"""Sonic the Hedgehog 3""" and """Sonic & Knuckles"""\nKnuckles, the hard-headed echidna, makes his first appearance.		１９９４年\n「ソニック・ザ・ヘッジホッグ３」「ソニック＆ナッカルズ」\nがんこな性格でマーシャルアーツの達人ナッカルズが登場	- 1994 -\n"""Sonic the Hedgehog 3""" & """Sonic & Knuckles"""\nAparece por primera vez Knuckles, el testarudo equidna.		- 1994 -\n"""Sonic the Hedgehog 3""" & """Sonic & Knuckles"""\nKnuckles, un testardo echidna, fa la sua prima apparizione.	1994 -\n"""Sonic The Hedgehog 3""" e """Sonic & Knuckles"""\nKnuckles, o equidna cabeça-dura, faz sua primeira aparição.	1994\n"""Sonic the Hedgehog 3""" y """Sonic & Knuckles"""\nAparece Knuckles, experto en artes marciales\ny de carácter obstinado.	- 1994 -\n"""Sonic the Hedgehog 3""" and """Sonic & Knuckles"""\nKnuckles, der sture Echidna tritt auf den Plan.	- 1994 -\n"""Sonic The Hedgehog 3""" oraz """Sonic & Knuckles"""\nKnuckles, twardogłowa kolczatka pokazuje się po raz pierwszy.	- 1994 -\n"""音速小子 3""" & """音速小子 & 納克魯斯"""\n固執的針鼬，納克魯斯初登場！	- 1994 -\n"""Sonic the Hedgehog 3""" & """Sonic & Knuckles"""\nİnatçı ekidna Knuckles ilk kez ortaya çıkıyor.		- 1994 -\n"""Sonic the Hedgehog 3""" and """Sonic & Knuckles"""\nПервое появления Наклза, упрямого, но прекрасно владеющего боевыми искусствами.
spb_desc_ch1_5	- 1995 -\n"""Knuckles Chaotix"""\nKnuckles is joined by his rambunctious friends!		１９９５年\n「カオティクス」\nナッカルズとその仲間が大かつやく！	- 1995 -\n"""Knuckles Chaotix"""\n¡A Knuckles se le suman sus marchosos amigos!		- 1995 -\n"""Knuckles Chaotix"""\nKnuckles fa squadra con i suoi turbolenti amici!	1995 -\n"""Knuckles Chaotix"""\nKnuckles é acompanhado por seus amigos agitados!	1995\n"""Knuckles Chaotix"""\n¡Knuckles y sus amigos\ntienen un gran protagonismo!	- 1995 -\n"""Knuckles Chaotix"""\nKnuckles wird von seinen verrückten Freunden begleitet!	- 1995 -\n"""Knuckles Chaotix"""\nDo Knucklesa dołaczają jego żywiołowi kumple!	- 1995 -\n"""Knuckles Chaotix"""\n納克魯斯與他喧鬧的朋友一同冒險！	- 1995 -\n"""Knuckles Chaotix"""\nKnuckles'a haylaz arkadaşları katılıyor!		- 1995 -\n"""Knuckles Chaotix"""\nНаклз и его друзья идут навстречу приключениям!
spb_desc_ch1_6	- 1996 -\n"""Sonic 3D Blast"""\nSonic goes in search of the Chaos Emeralds on Flicky Island		１９９６年\n「ソニック３Ｄブラスト」\nソニックがカオスエメラルドの眠る"""フリッキーアイランド"""をぶたいにかつやく！	- 1996 -\n"""Sonic 3D Blast"""\nSonic pone rumbo a la Isla de los Flickies en busca de las Esmeraldas del Caos.		- 1996 -\n"""Sonic 3D Blast"""\nSonic va alla ricerca dei Chaos Emeralds nell'Isola dei Flicky	1996 -\n"""Sonic 3D Blast"""\nSonic parte em busca das Esmeraldas do Caos em Flicky Island.	1996\n"""Sonic 3D Blast"""\n¡Sonic entra en acción en la """Isla Flicky""", donde duermen las Esmeraldas Caos!	- 1996 -\n"""Sonic 3D Blast"""\nSonic sucht auf Flicky Island nach den Chaos Emeralds.	- 1996 -\n"""Sonic 3D Blast"""\nSonic wyrusza na poszukiwanie Szmaragdów Chaosu na Wyspie Flicky.	- 1996 -\n"""音速小子 3D 大爆炸"""\n索尼克在Flicky島上展開搜索渾沌寶石的冒險。	- 1996 -\n"""Sonic 3D Blast"""\nSonic, Flicky Adası'nda Kaos Zümrütlerini aramaya gidiyor		- 1996 -\n"""Sonic 3D Blast"""\nСоник отправляется на остров Флики, где спрятаны Изумруды Хаоса.
spb_desc_ch1_7	- 1997 -\n"""Sonic R"""\nThe first fully 3-D Sonic racing game!		１９９７年\n「ソニックＲ」\n完全に３Ｄとなったソニックたちがレースで戦うぞ！	- 1997 -\n"""Sonic R"""\n¡El primer juego de Sonic completamente en 3D!		- 1997 -\n"""Sonic R"""\nIl primo gioco di corsa di Sonic in 3D!	1997 -\n"""Sonic R"""\nO primeiro jogo de corrida do Sonic totalmente em 3D!	1997\n"""Sonic R"""\n¡Sonic y compañía, totalmente en 3D,\ncompiten en carreras!	- 1997 -\n"""Sonic R"""\nDas erste voll in 3D realisierte Rennspiel mit Sonic!	- 1997 -\n"""Sonic R"""\nPierwsza gra wyścigowa Sonica w pełnym 3D!	- 1997 -\n"""音速小子 R"""\n首款全3D索尼克賽跑遊戲！	- 1997 -\n"""Sonic R"""\nİlk tamamen 3D Sonic yarış oyunu!		- 1997 -\n"""Sonic R"""\nСоник и его друзья предстали в 3D, чтобы сразиться в гонке!
spb_desc_ch1_8	- 1998 -\n"""Sonic Adventure"""\nSix characters with six unique adventures! Sold in Japan only.		１９９８年\n「ソニック・アドベンチャー」\n６人のキャラクターを使って６つアドベンチャーを攻略せよ！日本でのみ発売	- 1998 -\n"""Sonic Adventure"""\n¡Seis personajes, seis aventuras únicas! Solo a la venta en Japón.		- 1998 -\n"""Sonic Adventure"""\nSei personaggi con sei avventure uniche! Venduto solo in Giappone.	1998 -\n"""Sonic Adventure"""\nSeis personagens com seis aventuras únicas! Vendido apenas no Japão.	1998\n"""Sonic Adventure"""\n¡Utiliza a 6 personajes para superar 6 aventuras!\nLanzado solo en Japón.	- 1998 -\n"""Sonic Adventure"""\nSechs Figuren und sechs einzigartige Abenteuer! Nur in Japan erhältlich.	- 1998 -\n"""Sonic Adventure"""\nSześć postaci z sześcioma przygodami! Sprzedane tylko w Japoni.	- 1998 -\n"""音速小子大冒險"""\n六個角色皆有獨特的冒險！僅在日本發售。	- 1998 -\n"""Sonic Adventure"""\nAltı karakter altı benzersiz macera! Sadece Japonya'da satılmaktadır.		- 1998 -\n"""Sonic Adventure"""\nПройдите 6 приключений, используя 6 героев! Только для японского рынка.
